,credit_reporting,debt_collection,mortgages_and_loans,credit_card,retail_banking
breach,0.010771457490005826,0.003910735158033602,0.0013316656539108663,0.0018782696092588687,0.001385774382010395
accordance,0.010753338974463345,0.0064795513892909684,0.001297076935627467,0.0009614951571206114,0.0006202990090903673
application,0.010746544531134912,0.00744765004360811,0.03873071729783617,0.013494472728425326,0.008763373234808594
placed,0.010730690830035241,0.015662110902516926,0.010964623695837523,0.009100663463909043,0.009317682987612751
purpose,0.010730690830035241,0.007955662208744827,0.00317351490250187,0.0025826207127309445,0.0031806821529952877
delinquency,0.010726161201149621,0.0034027229928968845,0.0032945754164937667,0.0019118101379956343,0.0004091333889744976
copy credit,0.010721631572264,0.002731763529508766,0.00048424205596758773,0.0007267114559632528,5.2791405028967434e-05
taken,0.010712572314492758,0.014233925759019361,0.015971340667359547,0.012600058628778246,0.01655010547658129
today,0.010628774180108777,0.018719769028528493,0.026754373592209224,0.02213674896626524,0.023320603171546363
recently,0.01058347789125257,0.009872689246996594,0.008872006239691876,0.008776438352786976,0.007311609596511989
ever,0.01057441863348133,0.015039077115085103,0.01145751293137596,0.012141671402709116,0.010650665964594179
different,0.010565359375710088,0.016975274423719388,0.02012198686136744,0.016557841019716576,0.017579537874646153
online,0.01043173532358428,0.008827909511149382,0.024367752030654683,0.03565358204718174,0.04295900584232225
customer,0.01042494088025585,0.011185852768199054,0.051978196400378034,0.08007242227090487,0.07421151761947097
went,0.010402292735827746,0.015221194683719021,0.027679621806290147,0.024775270560224126,0.037561084678110326
false,0.010377379776956833,0.016553528475304,0.00671885852655028,0.005880772705179554,0.004342093063632571
personal information,0.01036379089029997,0.007093000041531534,0.0019542625830120505,0.002571440536485356,0.0023756132263035344
either,0.01035473163252873,0.010917468982843806,0.010428498562444835,0.010185140559731128,0.010254730426876923
dept,0.010320759415886576,0.0032206054242629664,0.004851067739246727,0.004237286797078043,0.003972553228429799
method,0.010316229787000955,0.0027413486647000253,0.0017034943754574068,0.0025602603602397677,0.003141088599223562
authorize,0.01028905201368723,0.002789274340656319,0.0012538410377732183,0.0039354220384471535,0.00447407157620499
compliant,0.01028678719924442,0.0015432067657926716,0.0010030728302185747,0.0008273330421735493,0.0007258818191483022
denied,0.010261874240373507,0.004744641919673121,0.01503744527370777,0.01697150754080335,0.019506424158203466
line,0.010221107580402922,0.010131487897160582,0.01535739091782921,0.02229327143370348,0.01270953076072391
advised,0.010175811291546715,0.01702320009967568,0.020312224811926134,0.015674607096315085,0.012894300678325294
many,0.010175811291546715,0.014492724409183349,0.01894597043973187,0.018793876268834275,0.017513548618359943
informed,0.010164487219332665,0.020157539307217316,0.028933462844063368,0.021700722092687287,0.021697267466905614
party,0.010139574260461751,0.01857599200065961,0.007540340585781009,0.004449710145744225,0.008512614060920997
auto,0.010119190930476458,0.004792567595629415,0.017233828884703612,0.006272078873775152,0.00241520678007526
continue,0.010119190930476458,0.015087002791041398,0.014691558090873778,0.009234825578856106,0.0060578137270740125
im,0.010107866858262406,0.00974808248951023,0.011907166269060148,0.010978933073167912,0.013870941671361192
attempt,0.010107866858262406,0.02619617447771038,0.014172727316622792,0.014008760835722396,0.011891263982774914
problem,0.010089748342719924,0.00851160004983784,0.023641388946703302,0.020974010636724036,0.02428404631332502
caused,0.010080689084948682,0.006728764904263698,0.008154290335311343,0.005735430413986903,0.0076415558779430355
profile,0.010078424270505872,0.0037765432653559788,0.0010030728302185747,0.0020906929579250504,0.0020720626473869717
notified,0.010071629827177441,0.01499115143912881,0.00911412726767567,0.010710608843273788,0.008908549598638254
unauthorized,0.010046716868306528,0.0027701040702738018,0.0015046092453278618,0.009961537034819357,0.01513793539205641
noticed,0.010035392796092476,0.00793649193836231,0.006139497495303344,0.011202536598079682,0.009106517367496882
reporting credit,0.009996890950564701,0.007476405449181886,0.0024039159206962393,0.0016546660843470987,6.598925628620929e-05
may concern,0.009958389105036925,0.0043804067824052845,0.0020061456604371494,0.0016658462605926873,0.001201004464409009
place,0.009901768743966668,0.016975274423719388,0.01220981755403989,0.011213716774325271,0.012471969438093556
update,0.00983608912512517,0.004936344623498297,0.01187257755077675,0.007132952444685466,0.007153235381425087
blocked,0.009790792836268963,0.004773397325246897,0.0012451938582023685,0.003499395164869202,0.009080121664982397
within day,0.00977267432072648,0.010514893304810936,0.004678124147829732,0.004527971379463344,0.007931908605602356
remove account,0.009750026176298377,0.005290994625574873,0.00026806256669634324,0.0006037295172617792,0.00019796776885862787
review,0.009729642846313084,0.00875122842961931,0.016334522209335237,0.012521797395059125,0.010888227287224533
spoke,0.00955072250533107,0.021489873098802296,0.03434659725541533,0.030387719035509554,0.025656622844078172
account listed,0.009532603989788588,0.0025496459608748486,0.00024212102798379387,0.00032422511112206666,0.00031674843017380456
according,0.009519015103131726,0.00990144465257037,0.00868176828913318,0.005992574467635439,0.004645643642549134
applied,0.009491837329818002,0.005578548681312638,0.03556584957490515,0.021320596100337277,0.006137000834617464
otherwise,0.00947598362871833,0.0038532243468860495,0.002568212332542385,0.002079512781679462,0.0017421163659559252
getting,0.009462394742061469,0.012403164937488925,0.01968962788282495,0.015059697402807716,0.015124737540799169
promptly,0.009439746597633365,0.001849931091912954,0.0016083754001780593,0.0019229903142412227,0.0014385657870393624
physically verifiable,0.009406431253987513,3.24580892487316e-05,0.0,0.0,0.0
thank,0.009389920679891538,0.01163635412218822,0.012650823712153229,0.013773977134565038,0.011534921998829384
comply,0.009378596607677488,0.0028563702869951312,0.0020234400195788486,0.0010062158621029654,0.0007918710754345115
anyone,0.009365007721020625,0.008482844644264064,0.009736724196776854,0.00882115905776933,0.009502452905214138
respond,0.009362742906577815,0.014051808190385444,0.007600870842776958,0.006272078873775152,0.007074048273881636
standing,0.009358213277692195,0.002750933799891284,0.002991924131514024,0.004941637900550119,0.0025867788464194043
accuser,0.009334828015305012,0.0,0.0,0.0,0.0
validation,0.009333300318821281,0.04098603807782275,0.0007350102635222314,0.0004024863448411862,0.00025075917388759527
account account,0.009321976246607229,0.004562524351039203,0.0009944256506477249,0.0026944224751868297,0.007021256868852669
delinquent,0.009319711432164418,0.004514598675082909,0.008854711880550176,0.003454674459886848,0.0005279140502896743
case,0.009294798473293505,0.02562106636623485,0.019041089415011217,0.030499520797965442,0.03868290203497588
ensure,0.009276679957751024,0.001571962171366448,0.00393446670473665,0.0018894497855044573,0.0020192712423580043
use,0.009274415143308212,0.01219229196328123,0.011267274980817265,0.03441258248392142,0.028863700699587942
true,0.009217794782237955,0.009048367620548335,0.004090115937011946,0.003432314107395671,0.003523826285683576
hard inquiry,0.009167968864496128,0.0006997148689618946,0.0011414277033521712,0.0019118101379956343,0.00010558281005793487
requisite,0.009140791091182404,0.0002587986501639884,8.647179570849781e-05,5.590088122794252e-05,2.6395702514483717e-05
verifiable,0.009088700358997767,0.001955367579016801,0.00019888513012954496,0.00032422511112206666,0.00017157206634414414
unable,0.009084170730112147,0.008914175727870711,0.014535908858598482,0.016960327364557763,0.017632329279675122
asking,0.009013961482385027,0.017214902803500857,0.019923101731237895,0.0119627885827797,0.013039477042154956
authorization,0.00895960593575758,0.014473554138800832,0.00354534362404841,0.004058403977148627,0.00483041356015052
account belong,0.00895281149242915,0.002367528392240931,7.782461613764803e-05,0.00011180176245588505,6.598925628620929e-05
activity,0.00895054667798634,0.015604600091369374,0.003605873881044359,0.009033582406435512,0.01685365605549785
access,0.00888713187358765,0.0061632419279794275,0.007964052384752649,0.01876033574009751,0.041164098071337356
going,0.008855424471388306,0.01826926767453933,0.03435524443498618,0.02488707232268001,0.030064705163996952
open account,0.008839570770288633,0.0035177446151919904,0.0003977702602590899,0.002213674896626524,0.007047652571367152
opened account,0.008832776326960202,0.0034506486688531783,0.000510183594680137,0.002660881946450064,0.009647629269043797
mistake,0.00881239299697491,0.0035944256967220607,0.00946001445050966,0.007200033502158997,0.006361364305990575
part,0.008807863368089289,0.008482844644264064,0.012953474997132971,0.009827374919872296,0.008275052738290645
formal,0.008769361522561515,0.0033452121817493315,0.0029832769519431744,0.0016770264368382757,0.0012933894232097021
directly,0.008649326357092568,0.010083562221204288,0.008145643155740494,0.00725593438338694,0.006928871910051975
mailed,0.008640267099321326,0.009757667624701488,0.009883726249481299,0.009603771394960525,0.006796893397479556
pursuant,0.008638002284878515,0.010591574386341005,0.0010636030872145231,0.0006708105747353103,0.00046192479400346503
furnishers,0.0086116084241993,0.0013485927234077493,9.201372130875594e-05,0.0003965569015174498,0.0
cra,0.008599500439350741,0.0012173121692898713,0.00010376615485019737,0.0002236035249117701,0.00014517636382966044
notification,0.008583646738251068,0.016112612256506093,0.006865860579254726,0.009134203992645808,0.007522775216627859
credit profile,0.008551939336051724,0.003086413531585343,0.00040641743982993973,0.0008944140996470804,5.2791405028967434e-05
finance,0.008545144892723294,0.006537062200438521,0.019464801213982856,0.00598139429138985,0.0025207895901331948
go,0.008542880078280484,0.013122050076833338,0.02881240233007147,0.02428334280541823,0.032163163513898405
received response,0.00852249674829519,0.0042941405656839555,0.004176587732720444,0.0026832422989412413,0.002573580995162162
soon possible,0.00851796711940957,0.0010351946006559535,0.0013749015517651151,0.0011180176245588504,0.0013197851257241858
feel,0.008488524531653037,0.009211314918799734,0.016135637079205692,0.011537941885447336,0.011666900511401802
identified,0.008483994902767415,0.002712593259126249,0.0014440789883319134,0.001464603088172094,0.0010690259518365904
charged,0.00844775787168245,0.013620477106778796,0.018288784792347287,0.04223870585583337,0.02095818779650007
receipt,0.008418315283925917,0.01668772036798162,0.008007288282606898,0.011694464352885577,0.009792805632873458
ago,0.00837528380951252,0.013898446027325302,0.012166581656185642,0.011895707525306169,0.01066386381585142
inquiry date,0.00836848936618409,1.917027038251766e-05,5.1883077425098686e-05,4.472070498235402e-05,1.3197851257241858e-05
decided,0.008314133819556643,0.00556896354612138,0.008941183676258674,0.00889942029148845,0.010056762658018295
trade,0.008248454200715143,0.006124901387214392,0.002317444124987741,0.001598765203119156,0.0025339874413904365
refused,0.008241659757386713,0.016074271715741058,0.014034372443489195,0.018167786399081322,0.017104415229385446
put,0.008237130128501092,0.01571003657847322,0.02722996846860596,0.021935505793844647,0.026118547638081635
proper,0.00823033568517266,0.0104765527640459,0.0038566420885990022,0.0027726837089059493,0.0030355057891656274
vehicle,0.00822807087072985,0.007217606799017898,0.03203780030999844,0.0019453506667323997,0.0020456669448724878
sending,0.008212217169630179,0.009863104111805335,0.00913142162681737,0.007390096498334001,0.009317682987612751
life,0.008200893097416126,0.006652083822733627,0.007644106740631206,0.004516791203217756,0.006519738521077478
failure,0.008130683849689006,0.006345359496613345,0.004029585680015998,0.0027615035326603605,0.0018740948785283438
agreement,0.008123889406360576,0.02708759205049745,0.019914454551667047,0.010028618092292888,0.0066913105874216216
payment history,0.008062739416404698,0.005492282464591309,0.00629514672757864,0.004159025563358924,0.00023756132263035343
several time,0.008044620900862215,0.01055323384557597,0.009373542654801163,0.007859663900648718,0.006994861166338184
ask,0.008035561643090975,0.011847227096395912,0.016792822726590273,0.014277085065616521,0.01526991390462883
collection account,0.008031032014205353,0.015029491979893844,0.00019023795055869518,0.0003018647586308896,7.918710754345114e-05
given,0.008019707941991302,0.014147659542298031,0.020294930452784438,0.01807834498911661,0.01911048862048621
attorney,0.008003854240891629,0.02580318393486877,0.015236330403837314,0.004282007502060398,0.00596542876827332
subsection,0.007999324612006009,0.006201582468744462,0.00024212102798379387,0.00016770264368382758,0.00022436347137311157
impacted,0.007983470910906338,0.0015336216306014127,0.0035366964444775604,0.0025155396552574137,0.0005939033065758836
type,0.007976676467577905,0.006201582468744462,0.006528620575991585,0.0050981603679883586,0.007060850422624393
monthly,0.007920056106507648,0.008540355455411618,0.03763252549233825,0.014411247180563582,0.00745678596034165
obtained,0.007910996848736408,0.006345359496613345,0.0028276277196678783,0.0017664678468029837,0.0012537958694379765
much,0.007897407962079545,0.007064244635957757,0.014155432957481092,0.010263401793450247,0.01016234546807623
report day,0.007895143147636735,0.0003642351372678355,0.0003977702602590899,0.0002236035249117701,6.598925628620929e-05
work,0.007892878333193925,0.020167124442408577,0.03190809261643569,0.020157857770796074,0.018938916554142066
would like,0.007872495003208631,0.010054806815630512,0.010480381639869935,0.00926836610759287,0.009251693731326543
free,0.007815874642138374,0.0035752554263395434,0.0029054523358055264,0.004908097371813354,0.004236510253574636
report account,0.007761519095510927,0.004054512185902485,0.0006571856473845833,0.0009279546283838459,0.00017157206634414414
detail,0.007754724652182496,0.006949223013662651,0.008180231874023893,0.008127988130542843,0.010413104641963825
procedure,0.007750195023296875,0.00638370003737838,0.002438504638979638,0.0025826207127309445,0.0025867788464194043
remove unknown,0.007730683003684806,8.114522312182899e-05,0.0,0.0,0.0
disputing,0.007718487621097531,0.008636206807324204,0.001219252319489819,0.0038683409809736227,0.0015045550433255717
understand,0.007718487621097531,0.006038635170493062,0.011803400114209951,0.010822410605729672,0.009621233566529315
question,0.00770942836332629,0.010601159521532266,0.015331449379116662,0.010531726023344372,0.014055711588962579
number collection,0.007661011101254414,0.0006799627176845795,2.044749362416799e-05,0.0,1.5604104044797244e-05
responsibility,0.007657337631141653,0.006076975711258098,0.004064174398299397,0.0032646114637118434,0.00390656397214359
completeness,0.00764374874448479,0.0006422040578143416,7.782461613764803e-05,3.354052873676551e-05,1.3197851257241858e-05
upon,0.007593922826742964,0.017694159563063798,0.011319158058242363,0.009983897387310535,0.009515650756471379
additional,0.007569009867872051,0.008061098695848675,0.026218248458816536,0.015954111502454797,0.011323756378713514
removal,0.007550891352329568,0.0025879865016398837,0.0021877364314249947,0.0007043511034720758,0.0003035505789165627
good service,0.007537302465672706,0.004620035162186756,6.0530256995948466e-05,0.0015875850268735677,0.0005015183477751905
theft report,0.007501065434587741,0.005195143273662286,0.0002248266688420943,0.001151558153295616,0.0005807054553186418
debt collection,0.007478417290159638,0.03412308128088143,0.001297076935627467,0.0007378916322088413,0.0003035505789165627
reporting inaccurate,0.007457502941976074,0.004725740887907828,0.00027604116392626783,0.00026437126767829983,0.0
pulled credit,0.0074557691457315355,0.0012652378452461654,0.001072250266785373,0.0007826123371911953,5.2791405028967434e-05
info,0.007448974702403104,0.007591427071476992,0.006770741603975379,0.006965249801001638,0.008486218358406515
refuse,0.007426326557975001,0.010371116276942054,0.009555133425789009,0.011079554659378208,0.010690259518365905
report found,0.00741726730020376,0.0012268973044811302,0.00021617948927124452,0.0017329273180662183,6.598925628620929e-05
owe,0.007412737671318139,0.053101648959573915,0.01423325757361874,0.007378916322088413,0.0031278907479663203
apply,0.0074036784135468985,0.004802152730820674,0.013204243204687615,0.009961537034819357,0.002956318681622176
fee,0.007387824712447226,0.023301463649950213,0.06630657294927612,0.07707613503708716,0.05796496272180624
enclosed,0.0073855598980044155,0.0029426365037164607,0.001383548731335965,0.0014981436169088597,0.0007258818191483022
business day,0.007376500640233174,0.0024537946089622604,0.007254983659942966,0.008116807954297254,0.014544032085480527
deleted credit,0.007374235825790364,0.0029426365037164607,0.00014700205270444628,0.00019006299617500458,3.959355377172557e-05
validate,0.0073493228669194504,0.01678357171989421,0.0006225969291011842,0.0008161528659279608,0.0007786732241772696
form,0.00734252842359102,0.011521332499893113,0.016853352983586225,0.012130491226463527,0.014755197705596397
closed account,0.007322145093605727,0.002923466233333943,0.0012365466786315186,0.01255533792379589,0.013237444811013584
office,0.007299496949177624,0.028841671790497816,0.017683482222387803,0.012588878452532657,0.016206961343893
general,0.007279113619192331,0.010524478440002195,0.00432358978542489,0.003320512344939786,0.003075099342937353
reached,0.00726778954697828,0.010677840603062335,0.013351245257392062,0.010308122498432602,0.010597874559565212
account reported,0.007202109928136781,0.005511452734973827,0.0017467302733116558,0.00336523304992214,0.0006598925628620929
currently,0.00719984511369397,0.006374114902187121,0.01188987190991845,0.006026114996372204,0.0061897922396464316
report information,0.00719531548480835,0.0017061540640440716,0.0002507682075546437,0.0002795044061397126,0.00013197851257241858
credit information,0.007190785855922729,0.0011598013581423183,0.0005966553903886349,0.00035776563985883217,3.959355377172557e-05
along,0.007190785855922729,0.0070450743655752395,0.007298219557797215,0.004896917195567765,0.004935996370208455
find,0.0071228414226384195,0.012403164937488925,0.018600083256897878,0.01660256172469893,0.01805466051990686
resolved,0.007118311793752799,0.008569110860985394,0.010497675999011634,0.012588878452532657,0.008499416209663756
method verification,0.007091134020439076,0.0011598013581423183,1.7294359141699562e-05,3.354052873676551e-05,1.3197851257241858e-05
data breach,0.007029984030483197,0.001955367579016801,7.782461613764803e-05,0.0005701889885250137,0.00025075917388759527
ive,0.007027719216040387,0.0076968635585808395,0.006528620575991585,0.0073677361458428245,0.008776571086065835
account reporting,0.007000541442726663,0.0019361973086342835,0.00034588718283399124,0.0004136665210867747,9.2384958800693e-05
pursuant fair,0.00699330953353338,0.0040414719203441885,3.6459927511125295e-05,0.0,0.0
standard,0.006991482184955422,0.0014952810898363773,0.002594153871254934,0.002191314544135347,0.0020852604986442134
three credit,0.0069665692260845085,0.005051366245793403,0.0013576071926234155,0.0021801343678897584,0.00021116562011586973
billing,0.0069507155249848365,0.011933493313117242,0.0045138277359835855,0.017116849831996,0.00205886479612973
sure,0.0069507155249848365,0.008712887888854276,0.012771884226145126,0.013718076253337095,0.010782644477166597
dont,0.006916743308342682,0.012393579802297666,0.01028149650974039,0.010889491663203204,0.013540995389930146
owed,0.00690768405057144,0.04277845835858816,0.013783604235934551,0.007960285486859016,0.0037877833108284132
account name,0.0068986247928001995,0.0030480729908203075,0.00046694769682588817,0.001330440973225032,0.003061901491680111
clearly,0.006885035906143338,0.006134486522405651,0.008232114951448991,0.008552834827875206,0.007324807447769231
truth,0.006864652576158045,0.0031535094779241548,0.0018245548894493039,0.001129197800804439,0.0007126839678910604
reviewed,0.006855593318386803,0.0051184621921322145,0.0053439569747851644,0.0051987819541986545,0.002956318681622176
making,0.006853328503943993,0.009757667624701488,0.02262966893691388,0.014936715464106243,0.00896134100366722
fraudulently,0.006848798875058373,0.005645644627651451,0.0016429641184614583,0.004214926444586866,0.0031938800042525294
gave,0.006812561843973408,0.012182706828089971,0.01418137449619364,0.015439823395157724,0.018305419693794456
mean,0.006805767400644976,0.0077256189641546165,0.0064680903189956365,0.00620499781630162,0.006176594388389189
security number,0.006801237771759356,0.004811737866011932,0.001348960013052566,0.0028062242376427145,0.002402008928818018
using,0.006742352596246288,0.010879128442078771,0.008154290335311343,0.022103208437528474,0.02394090218063673
needed,0.006735558152917857,0.011511747364701853,0.029089112076338665,0.016837345425856288,0.021195749119130424
inaccurate unknown,0.0067298356505291835,1.62290446243658e-05,0.0,0.0,0.0
checking,0.006721969266260995,0.004648790567760532,0.009269776499950965,0.01360627449088121,0.07250899480728677
individual,0.006721969266260995,0.00744765004360811,0.0045311220951252855,0.003678277984798618,0.005978626619530561
notify,0.006715174822932564,0.006460381118908451,0.002317444124987741,0.003163989877501547,0.002665965953962855
lender,0.006712910008489754,0.005128047327323474,0.039431138843075,0.001330440973225032,0.001662929258412474
tx,0.006712910008489754,0.0031247540723503783,0.002049381558291398,0.00141988238318974,0.0016893249609269579
list,0.006701585936275702,0.005041781110602144,0.0042457651692872425,0.0026944224751868297,0.002573580995162162
contacting,0.0066879970496188405,0.008377408157160217,0.004963481073667775,0.005511826889075133,0.005767460999414692
oh,0.006678937791847599,0.0009393432487433652,0.001219252319489819,0.0010062158621029654,0.0015045550433255717
come,0.006678937791847599,0.008386993292351475,0.01341177551438801,0.009067122935172277,0.010545083154536243
report accurate,0.006659536738489944,0.0006232991578775313,0.0001533562021812599,0.0001586227606069799,0.0
reseller,0.006656289647419497,0.0008626621672132946,5.1883077425098686e-05,0.00017888281992941608,0.00013197851257241858
consent,0.006656289647419497,0.004715886514099344,0.004271706707999792,0.0029180260000985997,0.0022700304162455993
always,0.006654024832976686,0.004648790567760532,0.0098491375311979,0.012689500038742953,0.006400957859762301
situation,0.006638171131877014,0.009556379785685052,0.019923101731237895,0.016937967012066586,0.017025228121841995
change,0.006631376688548583,0.005770251385137815,0.019923101731237895,0.015294481103965075,0.013013081339640471
timely,0.006617787801891721,0.0025017202849185543,0.007211747762088718,0.0038907013334647995,0.0018872927297855855
violation fair,0.006617787801891721,0.006508306794864745,0.00040641743982993973,0.0004583872260691287,5.2791405028967434e-05
look,0.00660872854412048,0.007505160854755663,0.011379688315238312,0.010721789019519376,0.009964377699217602
saying,0.006601934100792049,0.013898446027325302,0.018107194021359442,0.018570272743922506,0.020298295233637978
website,0.006586080399692377,0.00679586085060251,0.018729790950460627,0.02146593839152993,0.01590341076497644
need removed,0.006563432255264273,0.0019457824438255424,0.00034588718283399124,0.00013416211494706205,7.918710754345114e-05
people,0.0065136063375224465,0.013227486563937184,0.02012198686136744,0.01795536305041514,0.021842443830735275
remove item,0.006497752636422775,0.0009297581135521064,0.00012970769356274671,5.590088122794252e-05,3.959355377172557e-05
letter sent,0.006488693378651533,0.0075530865307119575,0.0027411559239593807,0.0028733052951162457,0.0015045550433255717
pull,0.006486428564208723,0.001677398658470295,0.00395176106387835,0.0028621251188706573,0.001662929258412474
unverified,0.0064796341208802925,0.0028755405573776486,0.00014700205270444628,0.00012298193870147355,0.00010558281005793487
information consumer,0.006466045234223431,0.0029522216389077194,0.0002507682075546437,0.0002571440536485356,0.00022436347137311157
protection,0.00646378041978062,0.010236924384264429,0.005793610312469354,0.00800500619184137,0.00987199274041691
took,0.0064615156053378095,0.012393579802297666,0.02320902996816081,0.016323057318559216,0.020997781350271794
step,0.006459250790894999,0.004313310836066473,0.00474730158439653,0.003197530406238312,0.005477108271755371
account report,0.006434337832024086,0.0015240364954101538,0.00014700205270444628,0.00032422511112206666,0.00014517636382966044
ignored,0.006411689687595983,0.004466672999126614,0.003822053370315603,0.0022919361303456436,0.00241520678007526
couple,0.006395835986496311,0.002578401366448625,0.005447723129635362,0.004963998253041296,0.004698435047578101
responsible,0.0063573341409685355,0.007342213556504263,0.0053439569747851644,0.008854699586506096,0.005279140502896743
alert,0.006341480439868864,0.004524183810274167,0.001495962065757012,0.0061938176400560315,0.00596542876827332
affidavit,0.006341480439868864,0.0063070189558483095,0.0012106051399189694,0.001442242735680917,0.0022832282675028415
cras,0.0063392156254260534,0.001677398658470295,0.0006053025699594847,0.00012298193870147355,1.3197851257241858e-05
fix,0.006323361924326381,0.0033835527225143667,0.008846064700979326,0.006383880636231036,0.005727867445642966
physically,0.006291654522127037,0.0009201729783608475,0.0005447723129635362,0.0008608735709103149,0.0011482130593800416
negatively,0.006280330449912985,0.0035081594800007313,0.0026806256669634322,0.003029827762554485,0.00031674843017380456
account removed,0.006275800821027365,0.004265385160110179,0.0004583005172550384,0.0005478286360338367,0.00042233124023173947
period,0.006259947119927692,0.011780131150057101,0.01729435914169956,0.010923032191939968,0.006836486951251282
entry,0.00624862304771364,0.005147217597705991,0.0008993066753683772,0.0006372700459985448,0.00047512264526070687
agreed,0.006221445274399917,0.015192439278145245,0.015063386812420318,0.010643527785800256,0.00539792116421192
though,0.0062169156455142965,0.00934550681147736,0.016628526314744128,0.014713111939194471,0.013752161010046015
public,0.006212386016628676,0.005166387868088509,0.00473865440482568,0.0019006299617500457,0.0018345013247566182
end,0.006205591573300245,0.010457382493663382,0.0314757336378932,0.013919319425757689,0.013052674893412197
collection practice,0.006198797129971814,0.01564294063213441,0.0005447723129635362,0.0002347837011573586,2.6395702514483717e-05
alleged claim,0.00619753011460605,0.00033678932669534904,7.291985502225059e-05,0.0,0.0
removal date,0.006172065173200375,0.0,2.4306618340750195e-05,3.1426695231348755e-05,0.0
longer,0.00617161935665809,0.009709741948745194,0.0118466360120642,0.009436068751276698,0.011996846792832848
account mine,0.006158030470001228,0.0036711067782521315,0.0001815907709878454,0.0007826123371911953,0.0005411119015469162
unknown thing,0.006154636022278826,1.62290446243658e-05,0.0,0.0,0.0
stolen,0.006135382325573126,0.0038628094820773082,0.0015824338614655099,0.008183889011770785,0.011455734891285933
code,0.006114998995587833,0.00859786626655917,0.0024990348959755865,0.004952818076795707,0.00966082712030104
never received,0.0061127341811450225,0.016831497395850503,0.009961550865618948,0.013941679778248865,0.009845597037902425
mentioned,0.006092350851159729,0.003910735158033602,0.0053526041543560145,0.004494430850726579,0.004751226452607069
pandemic,0.006087821222274109,0.008530770320220357,0.016689056571740076,0.016803804897119523,0.010769446625909356
charge account,0.006071967521174437,0.001792420280765401,0.0008041877000890297,0.0050981603679883586,0.00205886479612973
regulation,0.006062908263403196,0.00450501353989165,0.0035712851627609597,0.0025938008889765333,0.0033918477731111575
inaccurate account,0.006037995304532282,0.0011693864933335772,9.511897527934759e-05,6.708105747353102e-05,3.959355377172557e-05
clear,0.006028936046761041,0.007495575719564405,0.011405629853950862,0.009626131747451703,0.008750175383551351
recent,0.006017611974546989,0.0052334838144273204,0.0047905374822507785,0.0050087189580236505,0.0031806821529952877
metro,0.006011523915524698,0.0004193103425721574,5.1118734060419973e-05,0.0,6.241641617918898e-05
incomplete,0.006010817531218559,0.0023387729866671545,0.0014094902700485144,0.0004919277548058942,0.000277154876402079
credit account,0.0060062879023329374,0.0029330513685252016,0.0012019579603481196,0.007669600904473714,0.003616211244484269
legal action,0.006001758273447317,0.008204875723717558,0.0009252482140809265,0.0007826123371911953,0.0010822238030938323
let,0.005997228644561697,0.009709741948745194,0.013524188848809057,0.012689500038742953,0.017302382998244076
receiving,0.005997228644561697,0.01178971628524836,0.010307438048452938,0.010665888138291434,0.010584676708307969
mandatory,0.005992699015676076,0.000450501353989165,0.0007263630839513816,0.00039130616859559767,0.00021116562011586973
included,0.005988169386790455,0.006287848685465792,0.010411204203303137,0.0058360520001971995,0.0035766176907125434
account opened,0.005970050871247973,0.006268678415083274,0.0005880082108177851,0.00336523304992214,0.0066253213311354125
interest,0.005967786056805162,0.01793378794284527,0.0706993401712678,0.06695807553482956,0.009766409930358974
account deleted,0.0059541971701483004,0.0017828351455741421,0.00010376615485019737,0.00034658546361324366,0.00022436347137311157
choice exercise,0.005931703341700944,0.0,0.0,0.0,0.0
review completeness,0.005931703341700944,0.0,0.0,0.0,0.0
lieu sending,0.005931703341700944,0.0,0.0,0.0,0.0
accuracy appropriateness,0.005931703341700944,0.0,0.0,0.0,0.0
old,0.005929284211277387,0.013294582510275996,0.007618165201918657,0.008195069188016374,0.00838063554834858
filed dispute,0.005927019396834577,0.002012878390164354,0.0003977702602590899,0.00425964714956922,0.0035634198394553017
dispute ensure,0.00592695037427971,0.0,0.0,0.0,0.0
occur resolve,0.00592695037427971,0.0,0.0,0.0,0.0
step occur,0.00592695037427971,0.0,0.0,0.0,0.0
appropriateness lieu,0.00592695037427971,0.0,0.0,0.0,0.0
item report,0.005906636066849285,0.0007476405449181886,5.1883077425098686e-05,2.236035249117701e-05,1.3197851257241858e-05
sold,0.005899841623520853,0.014310606840549432,0.016481524262039682,0.0019677110192235767,0.003418243475625641
paying,0.005895311994635233,0.014272266299784397,0.027817976679423744,0.01673672383964599,0.005371525461697436
investigated,0.005895311994635233,0.0030001473148640137,0.0022742082271334924,0.0035105753411147906,0.0031146928967090786
continues,0.005893047180192422,0.007265532474974193,0.004055527218728547,0.0026720621226956525,0.0018872927297855855
mine please,0.005882992446506798,0.00021532152726678355,1.0223746812083994e-05,6.609281691957496e-05,0.0
account closed,0.00587945829353556,0.005137632462514733,0.001850496428161853,0.015339201808947428,0.01839780465259515
high,0.00587719347909275,0.0034410635336619196,0.008949830855829522,0.00838513218419138,0.0031278907479663203
else,0.00587492866464994,0.0071025851767227925,0.008206173412736443,0.0072782947358781165,0.00823545918451892
section pursue,0.005846149928118719,0.0,0.0,0.0,0.0
reported credit,0.005840956448007785,0.0076681081530070635,0.003830700549886453,0.002705602651432418,0.00013197851257241858
chapter,0.005831897190236544,0.0025017202849185543,0.003000571311084874,0.0004472070498235402,0.00025075917388759527
